,node,y,x,osmid,highway,ref
12803,37036136,55.0425648,-1.4828565,37036136,,
12804,37036137,55.0424619,-1.4831296,37036137,,
12805,37036139,55.042895,-1.4830782,37036139,,
12806,37036386,55.0421796,-1.482288,37036386,,
12807,41191591,55.1331985,-1.6103266,41191591,,
12808,41193488,55.131444,-1.6003084,41193488,,
12809,41194074,55.1316604,-1.6002082,41194074,,
12810,41865948,55.0881187,-1.5855128,41865948,,
12811,41865963,55.0880706,-1.5787012,41865963,,
12812,41869640,55.1033333,-1.5731466,41869640,,
12813,42196493,55.0392721,-1.591983,42196493,,
12814,47877319,55.0789044,-1.5703712,47877319,,
12815,47880975,55.0783365,-1.5670956,47880975,,
12816,47880983,55.0781848,-1.5657512,47880983,,
12817,47890466,55.1135715,-1.667692,47890466,,
12818,48994194,55.136771,-1.6817629,48994194,,
12819,48994200,55.1368567,-1.6818287,48994200,,
12820,48994217,55.13855,-1.6819356,48994217,,
12821,50636303,55.0400562,-1.5935177,50636303,,
12822,50637661,55.0541452,-1.5762864,50637661,,
12823,50696296,55.1309284,-1.5216998,50696296,mini_roundabout,
12824,50770133,55.039394,-1.4507505,50770133,,
12825,50770142,55.0398761,-1.4484368,50770142,,
12826,50770144,55.0399299,-1.4473527,50770144,,
12827,50770145,55.0399702,-1.4469946,50770145,,
12828,50770149,55.0398047,-1.4467729,50770149,,
12829,50770150,55.0395946,-1.4470196,50770150,,
12830,50775313,55.0396318,-1.4473368,50775313,,
12831,51265226,55.1281035,-1.5538561,51265226,,
12832,53220096,55.1149898,-1.5067337,53220096,,
12833,53220099,55.1147822,-1.5065873,53220099,,
12834,53220105,55.1102941,-1.5038028,53220105,,
12835,53220340,55.1026767,-1.5260649,53220340,,
12836,53220762,55.1003113,-1.5585367,53220762,,
12837,53220782,55.1027269,-1.5265503,53220782,,
12838,53311218,55.1278258,-1.5049062,53311218,,
12839,53311250,55.1256735,-1.5167745,53311250,mini_roundabout,
12840,53317683,55.1028453,-1.5263967,53317683,,
12841,56211084,55.0582565,-1.6270361,56211084,,
12842,56215044,55.0967648,-1.5950225,56215044,,
12843,56286593,55.122523,-1.5778595,56286593,,
12844,56286613,55.1070299,-1.5682332,56286613,,
12845,56288188,55.1052426,-1.567426,56288188,,
12846,56294769,55.1033075,-1.5953218,56294769,,
12847,57047906,55.1002417,-1.560297,57047906,,
12848,57047909,55.0999919,-1.5592557,57047909,,
12849,57048502,55.0988743,-1.5687139,57048502,,
12850,57048503,55.0987132,-1.5688518,57048503,,
12851,57048506,55.0991647,-1.5696381,57048506,,
12852,57051750,55.0991748,-1.5689091,57051750,,
12853,57054615,55.0822439,-1.5875136,57054615,,
12854,59005582,55.0541762,-1.5768534,59005582,,
12855,59008588,55.0398731,-1.5920904,59008588,,
12856,59767288,55.1052297,-1.5647766,59767288,,
12857,59767511,55.1045369,-1.5650609,59767511,,
12858,59862364,55.0831286,-1.5690825,59862364,,
12859,59862965,55.081976,-1.5875288,59862965,,
12860,59862970,55.0791563,-1.5877175,59862970,,
12861,59863393,55.0783665,-1.5875795,59863393,,
12862,59863394,55.0783893,-1.5879345,59863394,,
12863,59863396,55.0788382,-1.5878669,59863396,,
12864,59863397,55.0788458,-1.5875995,59863397,,
12865,59864604,55.072724,-1.589406,59864604,,
12866,59864659,55.0683657,-1.5909207,59864659,,
12867,59867251,55.1094894,-1.5025373,59867251,,
12868,59867252,55.1093067,-1.5023038,59867252,,
12869,59867254,55.1089527,-1.5027535,59867254,,
12870,59867256,55.1091611,-1.5032823,59867256,,
12871,60396157,55.0371842,-1.5242361,60396157,,
12872,60396158,55.037375,-1.5240213,60396158,,
12873,60396159,55.037404,-1.5239021,60396159,,
12874,60396160,55.0372632,-1.5234473,60396160,,
12875,60396161,55.0371871,-1.5234217,60396161,,
12876,60396162,55.036977,-1.5236,60396162,,
12877,60396163,55.0369391,-1.523767,60396163,,
12878,60396164,55.0370497,-1.5241729,60396164,,
12879,60468570,55.0885336,-1.6140546,60468570,,
12880,63269450,55.1037831,-1.5787522,63269450,,
12881,63619082,55.0314175,-1.4606012,63619082,,
12882,117934556,55.033464,-1.6238316,117934556,,
12883,207481877,55.1043905,-1.5741851,207481877,,
12884,213553586,55.0872683,-1.5782042,213553586,,
12885,213553591,55.0878612,-1.5783573,213553591,,
12886,213553595,55.0876681,-1.5781741,213553595,,
12887,213553598,55.0880787,-1.5782536,213553598,,
12888,213553611,55.0876036,-1.5777424,213553611,,
12889,213553713,55.0879073,-1.5858585,213553713,,
12890,213553743,55.0874027,-1.5865644,213553743,,
12891,213553750,55.0876881,-1.5862647,213553750,,
12892,213553793,55.0877179,-1.5865839,213553793,,
12893,213568860,55.0951329,-1.5949328,213568860,,
12894,213568874,55.0951439,-1.5954583,213568874,,
12895,213568880,55.096315,-1.5953985,213568880,,
12896,213568888,55.0963287,-1.5949061,213568888,,
12897,217741876,55.1003695,-1.5601589,217741876,,
12898,217741882,55.1004568,-1.5596426,217741882,,
12899,217741883,55.1046893,-1.5642211,217741883,,
12900,224124365,55.1019937,-1.5957914,224124365,,
12901,227048867,55.1051514,-1.6168887,227048867,,
12902,227048877,55.0892383,-1.6206128,227048877,,
12903,227049014,55.0890789,-1.6195153,227049014,,
12904,227049042,55.0885122,-1.6130749,227049042,,
12905,227049412,55.0999016,-1.6180941,227049412,,
12906,227049451,55.1053957,-1.6180256,227049451,,
12907,227049526,55.1007012,-1.6176231,227049526,,
12908,227049621,55.1065301,-1.567316,227049621,,
12909,246561034,55.1832984,-1.6025266,246561034,,
12910,246699142,55.164622,-1.5797834,246699142,,
12911,248098491,55.0292901,-1.6231636,248098491,,
12912,248098492,55.0295767,-1.6232455,248098492,,
12913,248098644,55.0395419,-1.5944166,248098644,,
12914,248098891,55.0404352,-1.6201942,248098891,,
12915,248161882,55.171661,-1.534784,248161882,,
12916,250201700,55.0397685,-1.5918515,250201700,,
12917,250201703,55.0392003,-1.5809046,250201703,,
12918,250201704,55.0397989,-1.5806839,250201704,,
12919,250201705,55.0397601,-1.5810554,250201705,,
12920,253466501,55.0678567,-1.5907317,253466501,,
12921,259481748,55.1703281,-1.5532059,259481748,,
12922,259481749,55.1703657,-1.5518953,259481749,,
12923,259481751,55.1704424,-1.5526743,259481751,,
12924,259481753,55.1704252,-1.5523689,259481753,,
12925,261667771,55.170658,-1.5493768,261667771,,
12926,261766384,55.1707015,-1.5490889,261766384,,
12927,261766385,55.1705998,-1.5490396,261766385,,
12928,263360237,55.3497238,-1.8464026,263360237,,
12929,263368257,55.1844185,-1.580494,263368257,,
12930,265326443,55.1274104,-1.557516,265326443,,
12931,265326444,55.1278572,-1.5577045,265326444,,
12932,265326459,55.1281158,-1.5566939,265326459,,
12933,265326463,55.1275682,-1.5564414,265326463,,
12934,265326491,55.128043,-1.5546852,265326491,,
12935,265326498,55.1280824,-1.55435,265326498,,
12936,265326515,55.1278763,-1.5546623,265326515,,
12937,267039225,55.1311362,-1.6003623,267039225,crossing,
12938,267039227,55.1316925,-1.5999982,267039227,,
12939,267039228,55.1315784,-1.5997403,267039228,,
12940,267039229,55.1315609,-1.600327,267039229,,
12941,267039230,55.1313576,-1.5999004,267039230,,
12942,267039231,55.1313417,-1.6000412,267039231,,
12943,267039233,55.1305493,-1.593007,267039233,,
12944,267039240,55.1333072,-1.599524,267039240,,
12945,267039242,55.1333334,-1.5996874,267039242,,
12946,267039243,55.133403,-1.599702,267039243,,
12947,267039308,55.1357029,-1.5600744,267039308,,
12948,267039309,55.1358101,-1.5602733,267039309,,
12949,267904791,55.3107672,-1.9016324,267904791,,
12950,274569276,55.1044128,-1.5739347,274569276,,
12951,292435814,55.102528,-1.5269047,292435814,,
12952,297994732,55.0376421,-1.471262,297994732,,
12953,299565796,55.1042741,-1.5741098,299565796,,
12954,300412995,55.1232529,-1.5155294,300412995,,
12955,300413005,55.122579,-1.5151119,300413005,,
12956,300413007,55.1225717,-1.5153596,300413007,,
12957,300413021,55.1223678,-1.5152366,300413021,,
12958,300413023,55.1089946,-1.5030613,300413023,,
12959,300413027,55.1095193,-1.5026588,300413027,,
12960,300413029,55.1094873,-1.5020846,300413029,,
12961,300413039,55.1088508,-1.5035883,300413039,,
12962,300413080,55.1025955,-1.5264391,300413080,,
12963,300413082,55.1028149,-1.5261299,300413082,,
12964,300413088,55.1028919,-1.5256344,300413088,,
12965,300509229,55.1034898,-1.5736067,300509229,,
12966,304204016,55.156389,-1.6762903,304204016,,
12967,307483684,55.3099343,-1.9098837,307483684,,
12968,308816868,55.1041262,-1.5422566,308816868,,
12969,308897052,55.073013,-1.5251763,308897052,,
12970,321343343,55.1117864,-1.5301842,321343343,,
12971,321343346,55.1119337,-1.5303456,321343346,,
12972,321343350,55.1118076,-1.5300415,321343350,,
12973,321882256,55.0402304,-1.4472107,321882256,,
12974,321890506,55.0406682,-1.5057567,321890506,,
12975,321890511,55.0411264,-1.5055535,321890511,,
12976,321894358,55.03205,-1.5205049,321894358,,
12977,322129840,55.0649418,-1.5779822,322129840,,
12978,322139354,55.0730195,-1.6273691,322139354,,
12979,322151001,55.113916,-1.6675506,322151001,,
12980,322161275,55.1376595,-1.6811566,322161275,,
12981,322534370,55.0859099,-1.4802444,322534370,,
12982,322629825,55.0655027,-1.6322417,322629825,,
12983,335868899,55.1009831,-1.6181393,335868899,,
12984,352640050,55.0156409,-1.7510908,352640050,,
12985,353795226,55.0410942,-1.511867,353795226,,
12986,353795664,55.0413361,-1.5120576,353795664,,
12987,353795666,55.0414962,-1.5114221,353795666,,
12988,353795840,55.0410113,-1.5060024,353795840,,
12989,353797992,55.034001,-1.5232343,353797992,,
12990,353802986,55.0458848,-1.4957208,353802986,,
12991,355375094,55.0467158,-1.4457229,355375094,traffic_signals,
12992,359942316,55.0500981,-1.740917,359942316,traffic_signals,
12993,367090399,55.0399091,-1.4473864,367090399,,
12994,367090735,55.0315473,-1.4604091,367090735,,
12995,420883674,55.1117532,-1.5307657,420883674,,
12996,430194858,55.1280386,-1.5047236,430194858,,
12997,430194873,55.1279886,-1.5048152,430194873,,
12998,430194877,55.1291068,-1.5093472,430194877,,
12999,430194889,55.1290487,-1.5089817,430194889,,
13000,430194900,55.1267813,-1.502009,430194900,,
13001,430194911,55.1266174,-1.5019791,430194911,,
13002,447588133,55.0342618,-1.6278207,447588133,,
13003,447588144,55.0346717,-1.6273998,447588144,,
13004,447588159,55.0350914,-1.6277246,447588159,,
13005,447588762,55.0356695,-1.6237147,447588762,,
13006,456388367,55.1272049,-1.5077631,456388367,traffic_signals,
13007,457316718,55.064988,-1.5787623,457316718,,
13008,502281520,55.1119297,-1.5299699,502281520,,
13009,502281523,55.1118993,-1.5297291,502281523,,
13010,528219387,55.1332777,-1.6107872,528219387,,
13011,528219389,55.1332803,-1.6111906,528219389,,
13012,528219892,55.1317546,-1.6005032,528219892,,
13013,528302066,55.1331825,-1.6108502,528302066,,
13014,528302069,55.1331781,-1.6111195,528302069,,
13015,534821377,55.1341922,-1.5995857,534821377,,
13016,559735752,55.1275015,-1.6423977,559735752,,
13017,601386303,55.0644942,-1.4590926,601386303,,
13018,645300210,55.1076116,-1.6661282,645300210,mini_roundabout,
13019,666180869,55.1376633,-1.681752,666180869,,
13020,666180873,55.1377352,-1.6812235,666180873,,
13021,667817365,55.1055909,-1.8439788,667817365,,
13022,685891035,55.0542273,-1.5767422,685891035,,
13023,685891044,55.0555196,-1.5755711,685891044,,
13024,694800899,55.0729852,-1.5250156,694800899,,
13025,706603407,55.0729369,-1.5257971,706603407,crossing,
13026,727765309,55.0753139,-1.4674651,727765309,,
13027,727765312,55.0750866,-1.467396,727765312,,
13028,727765319,55.0753863,-1.4671591,727765319,,
13029,727765330,55.0751845,-1.4669318,727765330,,
13030,727765333,55.0750566,-1.4672812,727765333,,
13031,770613367,55.0676227,-1.5307688,770613367,,
13032,770614368,55.0678041,-1.53079,770614368,,
13033,770615429,55.0679738,-1.5303625,770615429,,
13034,778930808,55.0399572,-1.6220404,778930808,,
13035,778930826,55.0390476,-1.6226007,778930826,,
13036,796186035,55.0381406,-1.5655569,796186035,,
13037,796187678,55.0423187,-1.5641393,796187678,,
13038,798976926,55.1853898,-1.5706772,798976926,,
13039,798976984,55.1875128,-1.5434856,798976984,,
13040,798977036,55.1874937,-1.5426675,798977036,,
13041,798977059,55.1703152,-1.5526781,798977059,,
13042,798977224,55.187321,-1.5431328,798977224,,
13043,798977256,55.1853872,-1.571284,798977256,,
13044,798977287,55.1705631,-1.5493437,798977287,,
13045,798977295,55.1857117,-1.5705444,798977295,,
13046,798977318,55.1851617,-1.570375,798977318,,
13047,798977440,55.1857301,-1.5699689,798977440,,
13048,798977508,55.1707107,-1.5487637,798977508,,
13049,799676830,55.0343912,-1.5235134,799676830,,
13050,799676909,55.0341362,-1.5227708,799676909,,
13051,845904774,55.0446685,-1.4478199,845904774,,
13052,848681113,55.0396576,-1.5803552,848681113,,
13053,848681244,55.0392358,-1.5805236,848681244,,
13054,848681477,55.0393465,-1.5812574,848681477,,
13055,848681744,55.03952,-1.5813219,848681744,,
13056,848846186,55.0394338,-1.7458532,848846186,,
13057,848846193,55.0399081,-1.7447981,848846193,,
13058,848846198,55.0401478,-1.7458245,848846198,,
13059,870252781,55.0649469,-1.5786371,870252781,,
13060,882389215,55.0396042,-1.4506848,882389215,,
13061,882389224,55.0394855,-1.4505725,882389224,,
13062,882389242,55.0395031,-1.450953,882389242,,
13063,899415131,55.0398875,-1.7457712,899415131,,
13064,899415133,55.039965,-1.7455659,899415133,,
13065,899415134,55.0399125,-1.7453442,899415134,,
13066,899415135,55.0397719,-1.7452956,899415135,,
13067,899415137,55.0396839,-1.7454267,899415137,,
13068,899415138,55.0397063,-1.7457164,899415138,,
13069,901662987,55.0426754,-1.7252416,901662987,,
13070,901663018,55.0425052,-1.7250118,901663018,,
13071,908005626,55.1646273,-1.5797125,908005626,,
13072,908005737,55.1692926,-1.5638996,908005737,,
13073,908005840,55.1692765,-1.5641203,908005840,,
13074,908005852,55.1646813,-1.5798905,908005852,,
13075,908006085,55.1693048,-1.5639359,908006085,,
13076,908006305,55.1691363,-1.5640325,908006305,,
13077,908006532,55.1691907,-1.5638509,908006532,,
13078,918283215,55.0427573,-1.4828216,918283215,,
13079,918283226,55.0431021,-1.4824516,918283226,,
13080,918912122,55.1843629,-1.580894,918912122,,
13081,918912353,55.1843746,-1.5807482,918912353,,
13082,918912366,55.1876099,-1.5520208,918912366,,
13083,918912602,55.184637,-1.5775391,918912602,,
13084,918912700,55.1845308,-1.5774756,918912700,,
13085,918912779,55.1844539,-1.5777463,918912779,,
13086,943717390,55.0643191,-1.6325682,943717390,,
13087,980272872,55.1137708,-1.6673502,980272872,,
13088,980272945,55.1145562,-1.6658126,980272945,,
13089,980272956,55.1142623,-1.6660532,980272956,,
13090,996342919,55.1692237,-1.5641519,996342919,,
13091,1002895499,55.0678063,-1.5908374,1002895499,,
13092,1002895613,55.0721615,-1.5894142,1002895613,,
13093,1005327164,55.0881508,-1.5859559,1005327164,,
13094,1005327177,55.1042876,-1.574391,1005327177,,
13095,1005327190,55.0664323,-1.5915207,1005327190,,
13096,1005327198,55.1042995,-1.5740963,1005327198,,
13097,1005327224,55.1042255,-1.574232,1005327224,,
13098,1005327234,55.0992282,-1.5690723,1005327234,,
13099,1033571045,55.1279185,-1.5542597,1033571045,,
13100,1043241223,55.0998621,-1.5600511,1043241223,,
13101,1043242393,55.0998162,-1.5597873,1043242393,,
13102,1043254485,55.1003569,-1.5593391,1043254485,,
13103,1117457163,55.0308207,-1.5138707,1117457163,,
13104,1119213564,55.0412363,-1.5112461,1119213564,,
13105,1128589526,55.1875807,-1.5505323,1128589526,,
13106,1128589559,55.1876432,-1.5510847,1128589559,,
13107,1128589566,55.1874657,-1.5516137,1128589566,,
13108,1149393745,55.1092072,-1.502294,1149393745,,
13109,1149580366,55.1279534,-1.5048167,1149580366,,
13110,1149580452,55.1279226,-1.5046012,1149580452,,
13111,1149580455,55.1278994,-1.5047191,1149580455,,
13112,1149580587,55.1279852,-1.5045738,1149580587,,
13113,1159374801,55.249688,-1.603082,1159374801,,
13114,1170248767,55.0674803,-1.5309402,1170248767,,
13115,1170248809,55.0677376,-1.5306643,1170248809,,
13116,1170248895,55.0676632,-1.5309635,1170248895,,
13117,1170906061,55.0864361,-1.4814164,1170906061,,
13118,1170906078,55.0860619,-1.4813631,1170906078,,
13119,1170906265,55.0859276,-1.4816343,1170906265,,
13120,1170906315,55.0861763,-1.4813357,1170906315,,
13121,1170906752,55.0858969,-1.481223,1170906752,,
13122,1170906916,55.0860866,-1.4804698,1170906916,,
13123,1175527002,55.1845508,-1.5956585,1175527002,,
13124,1175527251,55.1839184,-1.5965358,1175527251,,
13125,1175527364,55.1847951,-1.5947018,1175527364,,
13126,1176851333,55.1675663,-1.6907939,1176851333,,
13127,1176851415,55.1675052,-1.6906938,1176851415,,
13128,1176851523,55.1674963,-1.6905159,1176851523,,
13129,1176854101,55.167563,-1.6906704,1176854101,,
13130,1184904147,55.186641,-1.566457,1184904147,,
13131,1184904171,55.1867382,-1.5659417,1184904171,,
13132,1184904494,55.1864295,-1.5669282,1184904494,,
13133,1207560603,55.1799268,-1.6696397,1207560603,,
13134,1278026711,55.0256352,-1.4354909,1278026711,,
13135,1313542409,55.1583756,-1.6032418,1313542409,,
13136,1313542418,55.1582159,-1.6036696,1313542418,,
13137,1313558797,55.1646943,-1.5796353,1313558797,,
13138,1372468086,55.0752863,-1.4674907,1372468086,,
13139,1372776840,55.0455637,-1.4955967,1372776840,,
13140,1372776844,55.0457297,-1.495203,1372776844,,
13141,1372816899,55.0542477,-1.5931236,1372816899,,
13142,1374960134,55.0483846,-1.4701162,1374960134,,
13143,1374960156,55.0482952,-1.4704331,1374960156,,
13144,1374985637,55.0772933,-1.5412987,1374985637,,
13145,1374985638,55.0772091,-1.5410802,1374985638,,
13146,1374985641,55.0773947,-1.5412234,1374985641,,
13147,1396075277,55.052213,-1.4585367,1396075277,,
13148,1396249706,55.1585111,-1.6029217,1396249706,,
13149,1396249708,55.1586635,-1.6024382,1396249708,,
13150,1396249714,55.1587223,-1.6029514,1396249714,,
13151,1396249844,55.1646021,-1.5799181,1396249844,,
13152,1398247116,55.1843368,-1.5859852,1398247116,,
13153,1398247118,55.1843591,-1.5811151,1398247118,,
13154,1398247120,55.1843445,-1.5863252,1398247120,,
13155,1398247131,55.1844182,-1.5809342,1398247131,,
13156,1398247140,55.1844446,-1.5807466,1398247140,,
13157,1398247142,55.1844662,-1.5780267,1398247142,,
13158,1398247150,55.1846439,-1.5770887,1398247150,,
13159,1398247237,55.1877068,-1.539738,1398247237,,
13160,1398370386,55.0678457,-1.5915221,1398370386,,
13161,1398370389,55.0678758,-1.5897934,1398370389,,
13162,1398370590,55.0722193,-1.5900827,1398370590,,
13163,1398370744,55.0827075,-1.5878723,1398370744,,
13164,1398370750,55.0827697,-1.588593,1398370750,,
13165,1398370777,55.0839282,-1.5940424,1398370777,,
13166,1398370818,55.0871643,-1.5960977,1398370818,,
13167,1398370824,55.0873452,-1.5961536,1398370824,,
13168,1398370826,55.0873516,-1.5959688,1398370826,,
13169,1398370829,55.087372,-1.5961978,1398370829,,
13170,1398370832,55.0873792,-1.5959322,1398370832,,
13171,1398370834,55.0873914,-1.596542,1398370834,,
13172,1398370845,55.0874368,-1.5962153,1398370845,,
13173,1398370847,55.0874511,-1.596207,1398370847,,
13174,1398370848,55.0874763,-1.5959589,1398370848,,
13175,1398370862,55.0875032,-1.5960679,1398370862,,
13176,1398370877,55.0876818,-1.5963368,1398370877,,
13177,1398370912,55.1044417,-1.5671405,1398370912,,
13178,1398371052,55.169064,-1.5643154,1398371052,,
13179,1398371056,55.1692908,-1.5635923,1398371056,,
13180,1398371076,55.1703047,-1.5524004,1398371076,,
13181,1398395030,55.1645919,-1.5795274,1398395030,,
13182,1398497533,55.1759898,-1.6410468,1398497533,,
13183,1398497537,55.17614,-1.6405171,1398497537,,
13184,1398497565,55.1762439,-1.6406615,1398497565,,
13185,1398497569,55.1763501,-1.6401996,1398497569,,
13186,1398497589,55.1764118,-1.6403477,1398497589,,
13187,1398497596,55.1766566,-1.6396986,1398497596,,
13188,1406545744,55.1676834,-1.6907796,1406545744,,
13189,1417834926,55.1560699,-1.6751446,1417834926,,
13190,1417834945,55.1563237,-1.6752853,1417834945,,
13191,1417834952,55.1565434,-1.6753813,1417834952,,
13192,1417834953,55.1566232,-1.6760267,1417834953,,
13193,1417834957,55.1566501,-1.6765062,1417834957,,
13194,1417834962,55.156756,-1.6753477,1417834962,,
13195,1430793205,55.2828601,-1.782994,1430793205,,
13196,1491742230,55.1139584,-1.6671582,1491742230,,
13197,1503451680,55.0376071,-1.4715556,1503451680,,
13198,1503451682,55.0375582,-1.4714054,1503451682,,
13199,1503451700,55.0377197,-1.4715056,1503451700,,
13200,1521656013,55.0576294,-1.4546599,1521656013,,
13201,1569281996,55.1083801,-1.8612507,1569281996,,
13202,1569282002,55.1085409,-1.8611578,1569282002,,
13203,1731818237,55.0328969,-1.6243238,1731818237,,
13204,1731831047,55.0647983,-1.6321451,1731831047,,
13205,1731831094,55.0647168,-1.6329383,1731831094,,
13206,1731831101,55.0655359,-1.6329659,1731831101,,
13207,1731839801,55.0649836,-1.5792767,1731839801,,
13208,1731839818,55.0652583,-1.5791346,1731839818,,
13209,1731839820,55.0658855,-1.5793275,1731839820,,
13210,1731839828,55.066059,-1.5788147,1731839828,,
13211,1731954874,55.1314728,-1.5997285,1731954874,,
13212,1731954892,55.1313541,-1.5995837,1731954892,,
13213,1732014555,55.1334355,-1.5994963,1732014555,,
13214,1732037910,55.1847374,-1.5865709,1732037910,,
13215,1735923731,55.114475,-1.6656778,1735923731,,
13216,1735923732,55.1142115,-1.6663761,1735923732,,
13217,1735923735,55.1145889,-1.6656522,1735923735,,
13218,1735923736,55.11438,-1.6662171,1735923736,,
13219,1851313918,55.0448144,-1.4897168,1851313918,traffic_signals,
13220,2049039363,55.0780997,-1.5662857,2049039363,,
13221,2049039373,55.0781692,-1.5668094,2049039373,,
13222,2049039400,55.0782779,-1.5663345,2049039400,,
13223,2049039410,55.0783041,-1.5666755,2049039410,,
13224,2162953447,55.1373717,-1.6818048,2162953447,,
13225,2180247044,55.1756221,-1.7182165,2180247044,,
13226,2180247047,55.1755892,-1.7175401,2180247047,,
13227,2180247052,55.1758545,-1.7180591,2180247052,,
13228,2180247053,55.175798,-1.7172164,2180247053,,
13229,2180247054,55.1758193,-1.7176097,2180247054,,
13230,2180247068,55.1762372,-1.7196232,2180247068,,
13231,2180247145,55.1783814,-1.710164,2180247145,,
13232,2180247154,55.1786768,-1.7113656,2180247154,,
13233,2180247156,55.1787574,-1.710504,2180247156,,
13234,2180247158,55.1787691,-1.7105821,2180247158,,
13235,2180247162,55.1788565,-1.7101219,2180247162,,
13236,2180247165,55.1789387,-1.7108258,2180247165,,
13237,2180247166,55.178982,-1.7100619,2180247166,,
13238,2180247170,55.1791491,-1.7102129,2180247170,,
13239,2180247171,55.1791591,-1.7097137,2180247171,,
13240,2180247182,55.1798459,-1.6703558,2180247182,,
13241,2180247231,55.1823426,-1.6985311,2180247231,,
13242,2180247233,55.1823839,-1.6980704,2180247233,,
13243,2180247238,55.1825205,-1.6982053,2180247238,,
13244,2180247239,55.1825466,-1.6976932,2180247239,,
13245,2180247243,55.1826545,-1.6978649,2180247243,,
13246,2180247244,55.1827613,-1.6975714,2180247244,,
13247,2270826052,55.0315485,-1.4600432,2270826052,,
13248,2270826055,55.0312331,-1.4605694,2270826055,,
13249,2321964573,55.2084609,-1.5728539,2321964573,,
13250,2321964587,55.2083444,-1.573019,2321964587,,
13251,2321983996,55.2495478,-1.6028255,2321983996,,
13252,2321984021,55.249341,-1.6034677,2321984021,,
13253,2358909869,55.1369854,-1.9680708,2358909869,,
13254,2428677908,55.0357009,-1.6234466,2428677908,,
13255,2428677913,55.0358496,-1.6239551,2428677913,,
13256,2428677918,55.0359293,-1.6233557,2428677918,,
13257,2575996117,55.1060987,-1.5670905,2575996117,,
13258,2575996195,55.1065081,-1.5667335,2575996195,,
13259,2631524129,55.1675751,-1.6906896,2631524129,,
13260,2910480635,55.035319,-1.6235748,2910480635,,
13261,2910480659,55.0356704,-1.6244548,2910480659,,
13262,2910481063,55.0363984,-1.623455,2910481063,,
13263,3214583408,55.0575916,-1.4548751,3214583408,,
13264,3214583409,55.0580928,-1.4551621,3214583409,,
13265,3214583410,55.0581346,-1.4548907,3214583410,,
13266,3214583413,55.0593047,-1.4558273,3214583413,,
13267,3214583414,55.0593453,-1.4556136,3214583414,,
13268,3214583416,55.059704,-1.4561271,3214583416,,
13269,3214583417,55.0597589,-1.4559043,3214583417,,
13270,3214583418,55.0606682,-1.4569335,3214583418,,
13271,3214583420,55.0607274,-1.4567176,3214583420,,
13272,3214583421,55.0610895,-1.4572512,3214583421,,
13273,3214583422,55.0611501,-1.4570457,3214583422,,
13274,3214583423,55.0624936,-1.4581204,3214583423,,
13275,3214583424,55.062533,-1.4578912,3214583424,,
13276,3214583425,55.0629514,-1.4583008,3214583425,,
13277,3214583426,55.0629838,-1.4580679,3214583426,,
13278,3385380807,55.0393555,-1.5934019,3385380807,,
13279,3385380810,55.0393925,-1.5918098,3385380810,,
13280,3385380849,55.039649,-1.5934763,3385380849,,
13281,3385380855,55.0397286,-1.5934148,3385380855,,
13282,3385380862,55.0397951,-1.6214867,3385380862,,
13283,3385380870,55.0398742,-1.5931131,3385380870,,
13284,3419989305,55.1093858,-1.503234,3419989305,,
13285,3427218621,55.1188762,-1.5117854,3427218621,,
13286,3427218624,55.1188806,-1.5116191,3427218624,,
13287,3427218627,55.1187712,-1.5116066,3427218627,,
13288,3427218630,55.1187655,-1.5117801,3427218630,,
13289,3497475830,55.1331808,-1.6117714,3497475830,,
13290,3544254210,55.0441335,-1.4876741,3544254210,,
13291,3735021120,55.1518004,-1.6877711,3735021120,,
13292,3735021123,55.1518909,-1.6880314,3735021123,,
13293,3735034828,55.1519497,-1.687857,3735034828,,
13294,3735034834,55.1520411,-1.6881808,3735034834,,
13295,3735034839,55.1520952,-1.6879851,3735034839,,
13296,3735034843,55.152249,-1.6881544,3735034843,,
13297,3882597044,55.0995945,-1.559305,3882597044,,
13298,3882597055,55.1000708,-1.5592063,3882597055,,
13299,3882599400,55.1039971,-1.5407974,3882599400,,
13300,3882599408,55.1040942,-1.541321,3882599408,,
13301,3882599410,55.1041217,-1.5416556,3882599410,,
13302,3882599423,55.1042652,-1.5411662,3882599423,,
13303,3882599426,55.1043137,-1.5417177,3882599426,,
13304,3882599472,55.1007965,-1.5599106,3882599472,,
13305,3944697459,55.0749535,-1.4668941,3944697459,,
13306,3944697505,55.0751713,-1.4678244,3944697505,,
13307,3944697604,55.0756736,-1.4674893,3944697604,,
13308,4058692803,55.0373742,-1.4708849,4058692803,traffic_signals,
13309,4058692817,55.0377576,-1.4719129,4058692817,,
13310,4213834093,55.039955,-1.622179,4213834093,,
13311,4356596837,55.0390222,-1.5806819,4356596837,,
13312,4503844179,55.0394879,-1.4465754,4503844179,,
13313,4507091613,55.16841,-1.6857644,4507091613,,
13314,4507091620,55.1683213,-1.6857181,4507091620,,
13315,4507091640,55.1697866,-1.6860456,4507091640,,
13316,4507091642,55.1696677,-1.6860465,4507091642,,
13317,4510708815,55.0318703,-1.4601647,4510708815,,
13318,4510708816,55.0314818,-1.4612129,4510708816,,
13319,4547007026,55.032319,-1.5909978,4547007026,,
13320,4547007027,55.032503,-1.5905492,4547007027,,
13321,4547054234,55.0356954,-1.6238159,4547054234,,
13322,4550426634,55.0346982,-1.627402,4550426634,,
13323,4771441208,55.1760428,-1.7197134,4771441208,,
